Opportunities.Value,Opportunities.Campaign Name,Opportunities.Budget,Opportunities.Discount,Opportunities.Opportunity Owner Name,CountNonNull(Opportunities.Status),
"$3,100",Customer Care Campaign,"$3,875",3.8%,Alicia Thomber,7,NaN
"$3,100",Customer Care Campaign,"$3,875",3.8%,David So,5,NaN
"$3,100",Customer Care Campaign,"$3,875",3.8%,Eric Gruber,4,NaN
"$3,100",Customer Care Campaign,"$3,875",3.8%,Jeff Hay,1,NaN
"$3,100",Customer Care Campaign,"$3,875",3.8%,Julian Isla,1,NaN
"$3,100",Customer Care Campaign,"$3,875",3.8%,Molly Clark,1,NaN
"$3,100",Customer Care Campaign,"$3,875",4.0%,Anne Weiler,4,NaN
"$3,100",Customer Care Campaign,"$3,875",4.0%,Alan Steiner,1,NaN
"$3,100",Customer Care Campaign,"$3,875",8.8%,Alicia Thomber,1,NaN
"$3,100",Customer Care Campaign,"$3,875",6.0%,Alan Steiner,1,NaN
"$3,100",Customer Care Campaign,"$3,875",5.8%,Molly Clark,1,NaN
"$3,100",Customer Follow-up,"$3,875",5.7%,Anne Weiler,3,NaN
"$3,100",Customer Follow-up,"$3,875",5.7%,Sanjay Shah,1,NaN
"$3,100",Customer Follow-up,"$3,875",5.7%,Greg Winston,5,NaN
"$3,100",Customer Follow-up,"$3,875",6.0%,Anne Weiler,5,NaN
"$3,100",Customer Follow-up,"$3,875",6.0%,Alan Steiner,3,NaN
"$3,100",Customer Follow-up,"$3,875",5.8%,Alan Steiner,1,NaN
"$3,100",Customer Follow-up,"$3,875",5.8%,David So,6,NaN
"$3,100",Customer Follow-up,"$3,875",5.8%,Eric Gruber,7,NaN
"$3,100",Customer Follow-up,"$3,875",5.8%,Jeff Hay,2,NaN
"$3,100",Customer Follow-up,"$3,875",5.8%,Molly Clark,4,NaN
"$3,100",Customer Follow-up,"$3,875",5.8%,Spencer Low,6,NaN
"$3,100",Customer Follow-up,"$3,875",5.6%,Sanjay Shah,1,NaN
"$3,200",(Blank),"$4,000",3.1%,Anne Weiler,3,NaN
"$3,200",(Blank),"$4,000",3.1%,Sanjay Shah,3,NaN
"$3,200",(Blank),"$4,000",3.2%,Anne Weiler,4,NaN
"$3,200",(Blank),"$4,000",3.2%,Sanjay Shah,8,NaN
"$3,200",(Blank),"$4,000",3.2%,Greg Winston,33,NaN
"$3,200",(Blank),"$4,000",3.2%,Renee Lo,6,NaN
"$3,200",(Blank),"$4,000",3.3%,Anne Weiler,1,NaN
"$3,200",(Blank),"$4,000",3.3%,Alan Steiner,10,NaN
"$3,200",(Blank),"$4,000",3.3%,Alicia Thomber,26,NaN
"$3,200",(Blank),"$4,000",3.3%,David So,46,NaN
"$3,200",(Blank),"$4,000",3.3%,Eric Gruber,27,NaN
"$3,200",(Blank),"$4,000",3.3%,Jeff Hay,16,NaN
"$3,200",(Blank),"$4,000",3.3%,Julian Isla,14,NaN
"$3,200",(Blank),"$4,000",3.3%,Molly Clark,37,NaN
"$3,200",(Blank),"$4,000",3.3%,Spencer Low,22,NaN
"$3,200",(Blank),"$4,000",3.5%,Anne Weiler,27,NaN
"$3,200",(Blank),"$4,000",3.5%,Renee Lo,3,NaN
"$3,200",(Blank),"$4,000",3.5%,Alan Steiner,15,NaN
"$3,200",(Blank),"$4,000",3.5%,Molly Clark,1,NaN
"$3,200",(Blank),"$4,000",3.7%,Greg Winston,4,NaN
"$3,200",(Blank),"$4,000",3.7%,Renee Lo,1,NaN
"$3,200",(Blank),"$4,000",3.8%,Alicia Thomber,1,NaN
"$3,200",(Blank),"$4,000",3.8%,David So,3,NaN
"$3,200",(Blank),"$4,000",3.8%,Eric Gruber,2,NaN
"$3,200",(Blank),"$4,000",3.8%,Jeff Hay,1,NaN
"$3,200",(Blank),"$4,000",3.8%,Molly Clark,3,NaN
"$3,200",(Blank),"$4,000",3.8%,Spencer Low,1,NaN
"$3,200",(Blank),"$4,000",4.0%,Anne Weiler,3,NaN
"$3,200",(Blank),"$4,000",4.0%,Alan Steiner,1,NaN
"$3,200",(Blank),"$4,000",3.6%,Anne Weiler,1,NaN
"$3,200",(Blank),"$4,000",6.1%,Anne Weiler,2,NaN
"$3,200",(Blank),"$4,000",6.1%,Sanjay Shah,2,NaN
"$3,200",(Blank),"$4,000",6.2%,Anne Weiler,2,NaN
"$3,200",(Blank),"$4,000",6.2%,Greg Winston,2,NaN
"$3,200",(Blank),"$4,000",6.3%,Alan Steiner,3,NaN
"$3,200",(Blank),"$4,000",6.3%,Alicia Thomber,4,NaN
"$3,200",(Blank),"$4,000",6.3%,David So,3,NaN
"$3,200",(Blank),"$4,000",6.3%,Eric Gruber,5,NaN
"$3,200",(Blank),"$4,000",6.3%,Jeff Hay,2,NaN
"$3,200",(Blank),"$4,000",6.3%,Julian Isla,1,NaN
"$3,200",(Blank),"$4,000",6.3%,Molly Clark,1,NaN
"$3,200",(Blank),"$4,000",6.3%,Spencer Low,1,NaN
"$3,200",(Blank),"$4,000",6.5%,Anne Weiler,6,NaN
"$3,200",(Blank),"$4,000",1.1%,Anne Weiler,1,NaN
"$3,200",(Blank),"$4,000",1.1%,Sanjay Shah,3,NaN
"$3,200",(Blank),"$4,000",1.2%,Anne Weiler,6,NaN
"$3,200",(Blank),"$4,000",1.2%,Sanjay Shah,6,NaN
"$3,200",(Blank),"$4,000",1.2%,Greg Winston,17,NaN
"$3,200",(Blank),"$4,000",1.2%,Renee Lo,4,NaN
"$3,200",(Blank),"$4,000",1.3%,Alan Steiner,9,NaN
"$3,200",(Blank),"$4,000",1.3%,Alicia Thomber,26,NaN
"$3,200",(Blank),"$4,000",1.3%,David So,34,NaN
"$3,200",(Blank),"$4,000",1.3%,Eric Gruber,21,NaN
"$3,200",(Blank),"$4,000",1.3%,Jeff Hay,15,NaN
"$3,200",(Blank),"$4,000",1.3%,Julian Isla,9,NaN
"$3,200",(Blank),"$4,000",1.3%,Molly Clark,32,NaN
"$3,200",(Blank),"$4,000",1.3%,Spencer Low,9,NaN
"$3,200",(Blank),"$4,000",1.5%,Anne Weiler,18,NaN
"$3,200",(Blank),"$4,000",1.5%,Renee Lo,3,NaN
"$3,200",(Blank),"$4,000",1.5%,Alan Steiner,6,NaN
"$3,200",(Blank),"$4,000",1.5%,Molly Clark,1,NaN
"$3,200",Consumer Tradeshow,"$4,000",5.5%,Anne Weiler,1,NaN
"$3,200",Consumer Tradeshow,"$4,000",5.5%,Renee Lo,1,NaN
"$3,200",Consumer Tradeshow,"$4,000",5.3%,Eric Gruber,1,NaN
"$3,200",Consumer Tradeshow,"$4,000",7.7%,Sanjay Shah,1,NaN
"$3,200",Consumer Tradeshow,"$4,000",7.7%,Greg Winston,1,NaN
"$3,200",Consumer Tradeshow,"$4,000",7.8%,David So,2,NaN
"$3,200",Consumer Tradeshow,"$4,000",7.8%,Jeff Hay,1,NaN
"$3,200",Consumer Tradeshow,"$4,000",7.8%,Molly Clark,2,NaN
"$3,200",Consumer Tradeshow,"$4,000",7.8%,Spencer Low,1,NaN
"$3,200",Consumer Tradeshow,"$4,000",4.8%,Alicia Thomber,1,NaN
"$3,200",Consumer Tradeshow,"$4,000",4.8%,David So,1,NaN
"$3,200",Consumer Tradeshow,"$4,000",4.8%,Eric Gruber,2,NaN
"$3,200",Consumer Tradeshow,"$4,000",4.8%,Spencer Low,1,NaN
"$3,200",Consumer Tradeshow,"$4,000",2.7%,Renee Lo,1,NaN
"$3,200",Consumer Tradeshow,"$4,000",2.8%,Alicia Thomber,1,NaN
"$3,200",Consumer Tradeshow,"$4,000",2.8%,Eric Gruber,1,NaN
"$3,200",Consumer Tradeshow,"$4,000",3.0%,Anne Weiler,1,NaN
"$3,200",Customer Care Campaign,"$4,000",3.7%,Anne Weiler,1,NaN
"$3,200",Customer Care Campaign,"$4,000",3.7%,Sanjay Shah,1,NaN
"$3,200",Customer Care Campaign,"$4,000",3.7%,Greg Winston,6,NaN
"$3,200",Customer Care Campaign,"$4,000",3.7%,Renee Lo,1,NaN
"$3,200",Customer Care Campaign,"$4,000",3.8%,Alan Steiner,1,NaN
"$3,200",Customer Care Campaign,"$4,000",3.8%,Alicia Thomber,3,NaN
"$3,200",Customer Care Campaign,"$4,000",3.8%,David So,3,NaN
"$3,200",Customer Care Campaign,"$4,000",3.8%,Eric Gruber,2,NaN
"$3,200",Customer Care Campaign,"$4,000",3.8%,Jeff Hay,1,NaN
"$3,200",Customer Care Campaign,"$4,000",3.8%,Julian Isla,4,NaN
"$3,200",Customer Care Campaign,"$4,000",3.8%,Molly Clark,7,NaN
"$3,200",Customer Care Campaign,"$4,000",3.8%,Spencer Low,4,NaN
"$3,200",Customer Care Campaign,"$4,000",4.0%,Anne Weiler,3,NaN
"$3,200",Customer Care Campaign,"$4,000",4.0%,Alan Steiner,1,NaN
"$3,200",Customer Care Campaign,"$4,000",8.8%,Alan Steiner,1,NaN
"$3,200",Customer Care Campaign,"$4,000",8.8%,Spencer Low,1,NaN
"$3,200",Customer Care Campaign,"$4,000",5.7%,Sanjay Shah,1,NaN
"$3,200",Customer Care Campaign,"$4,000",6.0%,Anne Weiler,1,NaN
"$3,200",Customer Care Campaign,"$4,000",5.8%,David So,1,NaN
"$3,200",Customer Care Campaign,"$4,000",5.8%,Eric Gruber,1,NaN
"$3,200",Customer Care Campaign,"$4,000",5.8%,Molly Clark,1,NaN
"$3,200",Customer Follow-up,"$4,000",5.7%,Anne Weiler,1,NaN
"$3,200",Customer Follow-up,"$4,000",5.7%,Sanjay Shah,1,NaN
"$3,200",Customer Follow-up,"$4,000",5.7%,Greg Winston,5,NaN
"$3,200",Customer Follow-up,"$4,000",5.8%,Alan Steiner,1,NaN
"$3,200",Customer Follow-up,"$4,000",5.8%,Alicia Thomber,5,NaN
"$3,200",Customer Follow-up,"$4,000",5.8%,David So,3,NaN
"$3,200",Customer Follow-up,"$4,000",5.8%,Eric Gruber,1,NaN
"$3,200",Customer Follow-up,"$4,000",5.8%,Jeff Hay,4,NaN
